日期,代码,类型,触发价,后1日%,后3日%,后5日%,后10日%
2001-11-16,600127,0-点火启动(精选),5.52,-0.18,10.0,10.0,10.0
2001-11-19,600127,1-共振金叉(精选),5.51,9.98,10.0,10.0,10.0
2017-05-17,600127,1-共振金叉(精选),5.93,-0.34,-2.87,-5.0,-5.0
2017-05-18,600127,2-极致缩量(精选),5.91,1.02,-5.0,-5.0,-5.0
2011-06-01,002119,2-极致缩量(精选),5.23,-2.87,1.34,-1.72,-5.0
2018-10-19,002119,0-点火启动(精选),6.15,5.04,4.23,4.23,7.97
2001-02-13,600640,2-极致缩量(精选),19.59,0.0,-5.0,-5.0,-5.0
2002-01-22,600640,0-点火启动(精选),11.68,8.39,10.0,10.0,10.0
2003-10-31,600640,0-点火启动(精选),7.57,0.0,-1.32,-5.0,-5.0
2008-03-21,600640,1-共振金叉(精选),11.14,0.0,10.0,-5.0,-5.0
2011-12-20,600640,2-极致缩量(精选),7.18,-3.2,-5.0,-5.0,-5.0
2018-06-26,600640,0-点火启动(精选),9.64,-0.41,2.7,3.32,-0.83
2022-04-29,600640,0-点火启动(精选),8.48,6.96,6.49,6.49,7.31
2025-01-09,600640,2-极致缩量(精选),11.26,-3.11,-5.0,-5.0,-5.0
2011-10-10,002086,2-极致缩量(精选),6.66,0.3,6.91,10.0,10.0
2011-10-11,002086,0-点火启动(精选),6.68,4.04,6.89,10.0,10.0
2001-08-09,600390,0-点火启动(精选),7.26,1.24,10.0,10.0,10.0
2017-05-26,600390,1-共振金叉(精选),8.06,0.25,3.6,4.22,10.0
2017-05-31,600390,0-点火启动(精选),8.08,-0.37,5.32,10.0,10.0
2018-06-05,600390,2-极致缩量(精选),5.99,1.5,-0.67,3.17,-5.0
2008-08-29,600812,0-点火启动(精选),5.24,-5.0,-5.0,-5.0,-5.0
2010-07-06,600812,0-点火启动(精选),8.78,0.8,4.78,1.94,5.01
2010-07-07,600812,2-极致缩量(精选),8.85,-0.23,3.16,1.58,-5.0
2011-01-27,600812,0-点火启动(精选),12.55,3.67,5.58,10.0,10.0
2011-06-03,600812,2-极致缩量(精选),10.89,3.03,0.18,1.56,-2.39
2007-10-31,002134,0-点火启动(精选),11.67,-2.91,-5.0,-5.0,-5.0
2008-08-15,002134,1-共振金叉(精选),5.66,-5.0,-5.0,-5.0,-5.0
2010-07-06,002134,0-点火启动(精选),6.27,1.12,3.03,1.44,6.54
2024-01-25,002134,1-共振金叉(精选),9.11,-0.55,-5.0,-5.0,-5.0
1998-07-03,600839,2-极致缩量(精选),10.01,-2.6,1.5,0.1,-5.0
2019-08-14,603713,1-共振金叉(精选),26.95,-0.63,5.16,6.38,10.0
2023-03-28,603713,0-点火启动(精选),103.31,1.13,4.47,0.7,-5.0
2023-05-09,603713,0-点火启动(精选),90.0,1.13,-1.93,1.8,4.19
2023-05-10,603713,1-共振金叉(精选),91.02,-1.01,-0.21,0.12,3.92
2023-10-27,603713,0-点火启动(精选),64.64,0.15,-3.2,-5.0,-5.0
2024-08-26,603713,1-共振金叉(精选),42.24,-2.01,1.44,2.77,0.36
2001-10-23,000554,0-点火启动(精选),7.17,-5.0,-5.0,-5.0,-5.0
2002-11-22,000554,1-共振金叉(精选),7.87,1.02,0.51,4.45,3.18
2002-11-25,000554,2-极致缩量(精选),7.95,-0.63,-0.38,3.4,1.89
2011-10-27,000554,2-极致缩量(精选),7.49,3.47,4.81,10.0,10.0
2011-12-20,000822,0-点火启动(精选),5.11,-3.52,-5.0,-5.0,-5.0
2018-06-25,000822,2-极致缩量(精选),6.19,1.13,-1.13,-1.78,-5.0
2010-02-02,600053,2-极致缩量(精选),5.19,-5.0,-5.0,-5.0,-5.0
2011-12-09,600053,1-共振金叉(精选),5.1,-3.14,-5.0,-5.0,-5.0
2014-12-25,600053,1-共振金叉(精选),6.98,1.29,-3.3,-5.0,-5.0
2017-05-26,600053,2-极致缩量(精选),32.29,-1.73,-5.0,-5.0,-5.0
2017-11-24,600053,0-点火启动(精选),24.26,-3.71,-1.77,-2.72,-5.0
2021-10-13,600053,1-共振金叉(精选),14.08,-0.64,-0.28,2.63,-0.64
2018-08-21,603808,1-共振金叉(精选),15.25,-0.13,2.89,4.26,3.02
2018-08-22,603808,2-极致缩量(精选),15.23,2.04,5.58,3.02,-0.26
2016-02-02,600583,1-共振金叉(精选),5.06,-1.19,10.0,10.0,10.0
2022-03-18,603693,1-共振金叉(精选),15.42,-1.56,0.97,-5.0,-5.0
2010-07-06,600814,0-点火启动(精选),6.06,1.16,3.63,3.14,8.42
2017-04-28,600814,0-点火启动(精选),8.69,-1.73,-3.34,-5.0,-5.0
2017-11-22,600814,2-极致缩量(精选),7.7,-2.99,10.0,10.0,10.0
2018-10-22,002758,0-点火启动(精选),5.41,0.55,-0.92,1.29,7.39
2018-02-12,002377,0-点火启动(精选),6.47,1.85,10.0,10.0,10.0
2010-12-31,600990,0-点火启动(精选),17.83,1.57,3.87,-0.84,-5.0
2011-10-13,600990,1-共振金叉(精选),11.92,1.68,-1.51,-5.0,-5.0
2011-12-19,600990,0-点火启动(精选),8.79,-4.21,-5.0,-5.0,-5.0
2018-01-19,600990,0-点火启动(精选),30.08,4.36,7.11,7.05,-5.0
2022-10-12,600990,0-点火启动(精选),20.11,4.28,7.41,7.01,10.0
2011-06-02,600366,0-点火启动(精选),6.28,1.11,5.57,0.16,10.0
2012-09-05,600366,2-极致缩量(精选),7.72,1.94,10.0,10.0,10.0
2012-11-21,600366,0-点火启动(精选),6.62,-2.57,-1.36,-5.0,-5.0
2018-06-26,600366,2-极致缩量(精选),5.42,0.92,2.58,0.55,-5.0
2014-05-15,002390,0-点火启动(精选),6.94,-1.15,1.44,10.0,10.0
2016-01-14,002367,0-点火启动(精选),9.15,-5.0,-5.0,-5.0,-5.0
2017-05-31,002367,0-点火启动(精选),7.81,-0.38,-5.0,-5.0,-5.0
2017-11-28,002367,2-极致缩量(精选),5.75,-2.43,-1.57,-5.0,-5.0
2017-12-11,002367,0-点火启动(精选),5.29,-2.27,-2.84,-0.19,-5.0
2021-02-09,002367,1-共振金叉(精选),7.48,1.2,10.0,10.0,10.0
2011-10-26,002453,0-点火启动(精选),5.9,1.02,3.9,7.46,2.54
2017-05-12,002453,1-共振金叉(精选),7.59,1.71,4.87,4.74,-5.0
2024-04-22,002453,0-点火启动(精选),5.29,1.13,0.95,10.0,10.0
2006-08-08,600456,1-共振金叉(精选),15.32,2.94,2.09,-5.0,-5.0
2008-09-12,600456,0-点火启动(精选),10.7,-0.09,-5.0,-5.0,-5.0
2012-07-02,600456,1-共振金叉(精选),15.24,-0.92,-4.33,-5.0,-5.0
2013-07-01,600456,1-共振金叉(精选),8.35,0.96,5.63,-3.35,10.0
2016-12-16,600456,2-极致缩量(精选),13.2,-1.14,0.98,-1.21,-1.21
2022-02-07,600456,0-点火启动(精选),46.11,1.08,3.9,4.66,10.0
2011-10-11,002276,0-点火启动(精选),5.75,2.96,2.96,-1.22,-5.0
2017-05-17,002276,1-共振金叉(精选),10.85,-1.94,-2.3,-5.0,-5.0
2019-05-13,002276,2-极致缩量(精选),5.57,-1.26,1.26,-2.69,-0.72
2012-11-01,002193,0-点火启动(精选),8.62,1.62,3.25,-1.16,-5.0
2021-02-10,002193,2-极致缩量(精选),5.16,3.29,10.0,10.0,10.0
2022-11-02,002193,2-极致缩量(精选),5.71,0.18,4.38,5.78,10.0
2022-11-03,002193,0-点火启动(精选),5.72,2.1,5.24,5.77,10.0
2018-02-08,600305,1-共振金叉(精选),5.24,-3.05,-2.48,-5.0,-5.0
2021-07-30,600305,0-点火启动(精选),15.75,4.76,3.68,0.95,5.21
2021-09-02,600305,1-共振金叉(精选),13.8,0.65,4.06,2.61,-1.88
2022-03-11,600305,1-共振金叉(精选),10.75,-2.88,-5.0,-5.0,-5.0
2021-02-10,002722,1-共振金叉(精选),8.35,4.31,10.0,10.0,10.0
2024-02-08,002722,1-共振金叉(精选),9.91,4.84,10.0,10.0,10.0
2020-10-20,002745,1-共振金叉(精选),12.59,-3.65,-5.0,-5.0,-5.0
2022-03-11,002745,2-极致缩量(精选),11.07,-2.8,-5.0,-5.0,-5.0
2011-06-23,600511,0-点火启动(精选),8.6,10.0,10.0,10.0,10.0
2011-10-25,600511,0-点火启动(精选),8.94,0.56,7.27,6.04,10.0
2011-12-30,600511,0-点火启动(精选),5.88,-5.0,-5.0,-5.0,-5.0
2022-07-18,601156,0-点火启动(精选),17.31,-0.64,-1.04,-1.5,-5.0
2024-07-26,601156,2-极致缩量(精选),14.57,1.51,5.35,3.43,1.72
1994-07-08,600648,0-点火启动(精选),6.25,-5.0,-5.0,-5.0,-5.0
1994-07-11,600648,0-点火启动(精选),6.14,2.12,10.0,-5.0,-5.0
1995-01-18,600648,0-点火启动(精选),9.92,-4.03,-5.0,-5.0,-5.0
1995-01-26,600648,2-极致缩量(精选),9.15,1.53,-5.0,-5.0,-5.0
1995-10-17,600648,2-极致缩量(精选),13.14,-1.52,10.0,10.0,10.0
1997-08-18,600648,2-极致缩量(精选),9.79,2.55,2.55,4.19,10.0
2003-11-13,600648,0-点火启动(精选),5.14,2.14,-1.95,10.0,10.0
2009-12-24,600648,1-共振金叉(精选),11.82,-1.02,3.81,4.48,2.2
2009-12-25,600648,2-极致缩量(精选),11.7,2.74,5.98,6.5,0.94
2011-01-21,600648,1-共振金叉(精选),8.44,-3.79,-2.96,-5.0,-5.0
2020-02-07,600648,1-共振金叉(精选),12.54,1.36,2.87,1.2,10.0
2020-02-07,603322,2-极致缩量(精选),16.62,2.29,10.0,10.0,10.0
2021-05-11,603322,0-点火启动(精选),13.0,0.85,0.92,10.0,10.0
2021-05-12,603322,2-极致缩量(精选),13.11,-1.14,1.07,10.0,10.0
2020-12-01,002968,0-点火启动(精选),21.55,-1.3,3.39,10.0,10.0
2020-12-02,002968,2-极致缩量(精选),21.27,1.13,10.0,10.0,10.0
2021-09-17,002968,2-极致缩量(精选),23.73,-1.9,-1.64,1.05,10.0
2021-11-01,002968,1-共振金叉(精选),21.97,2.18,10.0,10.0,10.0
2023-04-27,002968,2-极致缩量(精选),17.89,1.34,2.57,1.06,-3.8
2010-04-26,000800,0-点火启动(精选),16.16,-1.11,1.49,0.31,-5.0
2011-10-27,000800,2-极致缩量(精选),8.27,3.14,4.23,7.98,10.0
2011-11-29,000800,1-共振金叉(精选),7.6,-5.0,-5.0,-5.0,-5.0
2011-12-13,000800,0-点火启动(精选),6.54,-2.45,4.43,4.43,-2.75
2018-06-26,000800,0-点火启动(精选),5.87,0.34,3.58,0.68,-5.0
2024-01-11,603931,0-点火启动(精选),23.36,-1.33,-5.0,-5.0,-5.0
2024-01-25,605388,0-点火启动(精选),7.32,-1.78,-5.0,-5.0,-5.0
2007-11-29,600616,0-点火启动(精选),14.77,0.14,-5.0,-5.0,-5.0
2008-10-21,600616,0-点火启动(精选),6.06,1.32,5.28,-5.0,-5.0
2012-09-07,600616,0-点火启动(精选),7.55,1.46,2.25,-0.79,-5.0
2017-12-11,600616,1-共振金叉(精选),6.83,2.34,1.46,0.29,1.76
2011-10-13,002151,0-点火启动(精选),11.47,-0.52,-3.14,-5.0,-5.0
2023-10-16,601968,0-点火启动(精选),5.46,-2.38,-3.66,-5.0,-5.0
2017-12-08,000530,0-点火启动(精选),5.31,1.13,0.0,-0.19,-1.88
2010-05-24,600630,0-点火启动(精选),7.02,0.14,2.42,-2.71,-5.0
2011-01-28,600630,1-共振金叉(精选),7.11,1.27,2.81,6.89,10.0
2014-05-06,600444,1-共振金叉(精选),9.46,-4.23,-2.33,-1.37,1.59
2017-11-30,600444,0-点火启动(精选),13.43,1.49,-5.0,-5.0,-5.0
2021-01-14,600444,0-点火启动(精选),8.06,2.48,5.21,10.0,10.0
2018-02-13,603010,1-共振金叉(精选),8.41,1.66,3.92,10.0,10.0
2022-02-08,603010,0-点火启动(精选),21.18,3.73,-1.37,-0.09,1.79
2001-09-21,600791,1-共振金叉(精选),5.05,10.0,10.0,10.0,-5.0
2001-09-24,600791,0-点火启动(精选),5.05,-0.4,-3.56,-1.39,-5.0
2008-04-23,600791,1-共振金叉(精选),5.39,10.0,10.0,10.0,10.0
2018-06-05,600791,0-点火启动(精选),5.02,-0.6,-3.19,-5.0,-5.0
2018-06-25,603009,0-点火启动(精选),8.09,1.24,10.0,10.0,-5.0
2018-06-26,603009,2-极致缩量(精选),8.19,10.0,10.0,-5.0,-5.0
2018-10-18,603009,0-点火启动(精选),5.67,-5.0,-5.0,-5.0,-5.0
2010-05-13,002186,0-点火启动(精选),11.82,2.03,-5.0,-5.0,-5.0
2022-05-05,002186,2-极致缩量(精选),7.66,-2.48,0.52,1.96,7.83
2018-06-26,603358,0-点火启动(精选),7.94,-1.51,-5.0,-5.0,-5.0
2018-10-18,603358,0-点火启动(精选),5.03,3.18,10.0,10.0,10.0
2022-04-29,603358,0-点火启动(精选),14.28,-0.07,-5.0,-5.0,-5.0
2023-08-28,603358,0-点火启动(精选),14.91,4.36,1.14,-5.0,-5.0
2015-01-06,002461,0-点火启动(精选),5.62,1.96,2.67,-1.07,-5.0
2021-07-21,603811,1-共振金叉(精选),10.14,-2.17,-5.0,-5.0,-5.0
2021-02-10,002861,2-极致缩量(精选),12.28,3.83,6.43,6.27,7.08
2021-01-14,603685,0-点火启动(精选),9.5,0.32,2.21,2.74,-0.11
2021-01-15,603685,1-共振金叉(精选),9.53,1.68,1.47,3.57,1.36
2021-02-09,603685,0-点火启动(精选),8.61,1.63,6.85,10.0,10.0
2022-05-05,603685,1-共振金叉(精选),8.77,-1.6,1.03,1.25,4.56
2011-06-02,000551,0-点火启动(精选),6.76,4.29,6.21,4.59,1.78
2014-05-06,000551,0-点火启动(精选),6.62,-2.11,-3.17,-0.6,-5.0
2011-10-12,600160,0-点火启动(精选),6.56,3.2,3.2,-5.0,-5.0
2016-05-13,600160,0-点火启动(精选),6.31,1.43,-5.0,-5.0,-5.0
2018-06-25,600160,2-极致缩量(精选),6.1,1.15,-1.8,-1.31,-5.0
2010-07-08,000788,0-点火启动(精选),5.55,6.67,7.03,1.8,10.0
2011-06-03,000788,0-点火启动(精选),8.81,10.0,10.0,10.0,10.0
2011-09-16,000788,2-极致缩量(精选),8.01,-5.0,-5.0,-5.0,-5.0
2017-05-02,000788,0-点火启动(精选),10.72,-1.77,-1.4,-5.0,-5.0
2018-10-30,603939,1-共振金叉(精选),13.0,5.54,10.0,10.0,10.0
2022-03-21,603939,2-极致缩量(精选),23.66,-3.25,-5.0,-5.0,-5.0
2017-05-16,600588,0-点火启动(精选),6.24,-1.6,4.33,-1.92,-5.0
2020-09-14,600588,0-点火启动(精选),38.14,1.18,-1.15,0.81,-1.86
2017-04-28,603519,2-极致缩量(精选),10.31,2.91,3.98,4.75,10.0
2017-12-28,603519,1-共振金叉(精选),7.26,2.48,10.0,10.0,-5.0
2020-12-31,603519,0-点火启动(精选),6.85,4.53,3.5,-0.44,-5.0
2017-05-16,002374,0-点火启动(精选),6.02,0.66,-0.33,-5.0,-5.0
2017-07-21,600446,2-极致缩量(精选),14.86,0.0,0.34,2.96,4.17
2017-07-24,600446,2-极致缩量(精选),14.86,1.41,5.25,3.03,4.58
2018-06-26,600446,0-点火启动(精选),10.4,1.44,3.75,6.73,0.0
2019-11-29,600446,0-点火启动(精选),18.25,3.23,3.78,6.47,10.0
2011-06-23,600379,0-点火启动(精选),7.01,2.0,4.71,4.56,10.0
2024-01-25,605338,0-点火启动(精选),16.93,-0.53,-5.0,-5.0,-5.0
2024-01-26,605338,2-极致缩量(精选),16.84,-2.32,-5.0,-5.0,-5.0
2008-04-24,002095,0-点火启动(精选),11.56,-2.42,-5.0,-5.0,-5.0
2008-08-15,002095,0-点火启动(精选),5.64,-5.0,-5.0,-5.0,-5.0
2010-05-13,002095,0-点火启动(精选),10.66,1.41,-5.0,-5.0,-5.0
2011-01-27,002095,0-点火启动(精选),11.34,0.97,4.67,4.85,8.91
2016-12-16,002095,0-点火启动(精选),42.35,-1.51,-0.68,-2.1,-5.0
2017-01-03,002095,0-点火启动(精选),40.08,4.84,10.0,10.0,-5.0
2017-05-02,002095,2-极致缩量(精选),31.62,0.09,-2.97,10.0,10.0
2022-03-18,603181,2-极致缩量(精选),13.6,1.03,1.84,0.59,6.4
2022-11-03,603181,1-共振金叉(精选),13.5,4.96,5.85,3.7,10.0
2010-12-31,600576,0-点火启动(精选),8.66,4.85,4.85,-0.92,-5.0
2011-06-01,600576,1-共振金叉(精选),7.34,-0.82,2.45,10.0,10.0
2018-06-26,600576,2-极致缩量(精选),5.11,0.2,1.17,0.78,-5.0
2019-05-29,603337,2-极致缩量(精选),19.12,3.5,-1.26,-2.77,-5.0
2025-11-26,603337,0-点火启动(精选),38.09,3.07,3.44,3.31,3.89
2017-05-31,603018,0-点火启动(精选),8.03,-5.0,-5.0,-5.0,-5.0
2025-04-14,603018,2-极致缩量(精选),7.39,-1.62,-2.98,-1.76,-2.98
2017-01-20,600237,0-点火启动(精选),7.4,1.22,0.54,0.41,4.46
2018-06-22,603303,0-点火启动(精选),5.13,3.12,2.73,10.0,10.0
2022-04-14,603303,0-点火启动(精选),9.04,0.11,4.31,10.0,-5.0
2021-02-09,603628,1-共振金叉(精选),6.99,2.15,8.73,10.0,10.0
2016-05-17,002544,2-极致缩量(精选),25.21,-5.0,-5.0,-5.0,-5.0
2017-07-24,002544,0-点火启动(精选),19.1,-2.2,-1.36,-0.52,3.98
2017-12-08,002544,1-共振金叉(精选),16.36,0.98,-0.86,-1.77,-2.69
2017-12-11,002544,0-点火启动(精选),16.52,-2.18,-2.24,-5.0,-5.0
2017-12-29,002544,0-点火启动(精选),15.19,0.79,1.84,-0.99,-5.0
2018-06-25,002544,2-极致缩量(精选),12.18,3.53,3.04,5.42,10.0
2024-02-07,002544,1-共振金叉(精选),13.35,8.09,7.57,10.0,10.0
2024-06-11,603315,1-共振金叉(精选),10.04,3.39,1.39,2.09,-5.0
2018-02-07,603728,1-共振金叉(精选),14.39,0.35,3.96,2.85,6.74
2021-02-10,603728,1-共振金叉(精选),13.1,3.97,10.0,10.0,10.0
2022-03-11,603728,1-共振金叉(精选),17.46,-3.95,-5.0,-5.0,-5.0
2024-01-11,603728,0-点火启动(精选),54.95,-1.82,-1.53,-5.0,-5.0
2001-08-03,600262,1-共振金叉(精选),8.9,-5.0,-5.0,-5.0,-5.0
2011-12-09,600262,2-极致缩量(精选),14.52,-0.76,-5.0,-5.0,-5.0
2011-12-19,600262,0-点火启动(精选),13.04,-3.68,-5.0,-5.0,-5.0
2012-12-04,600262,0-点火启动(精选),9.37,5.55,8.54,10.0,10.0
2017-05-02,600262,2-极致缩量(精选),26.06,-1.46,-5.0,-5.0,-5.0
2011-01-04,000829,1-共振金叉(精选),11.57,1.99,10.0,10.0,-5.0
2011-05-06,000829,0-点火启动(精选),10.27,0.19,-3.89,-3.02,-4.28
2012-07-20,000829,2-极致缩量(精选),5.44,-2.39,-3.13,-3.49,-5.0
2018-10-17,000829,1-共振金叉(精选),5.21,-2.69,4.03,1.92,-1.15
2011-12-30,600199,0-点火启动(精选),14.23,-4.57,-5.0,-5.0,-5.0
2013-10-31,600199,0-点火启动(精选),9.54,-2.31,-2.1,-2.1,10.0
2013-11-04,600199,2-极致缩量(精选),9.36,-0.21,-0.21,2.24,10.0
2014-02-11,600199,0-点火启动(精选),8.31,0.48,2.53,3.85,-5.0
2020-02-10,600199,0-点火启动(精选),5.17,3.68,2.13,3.48,10.0
2021-05-25,600552,0-点火启动(精选),6.29,0.79,2.23,3.82,1.43
2022-02-08,002651,0-点火启动(精选),9.95,2.51,-1.11,-1.11,-2.71
2011-10-12,600332,0-点火启动(精选),5.65,1.95,0.71,-5.0,-5.0
2021-01-19,601882,2-极致缩量(精选),8.53,1.64,1.76,-2.46,10.0
2021-01-20,601882,1-共振金叉(精选),8.67,0.46,-3.11,7.61,10.0
2024-07-09,601882,0-点火启动(精选),20.75,-0.34,0.58,-0.67,2.84
2024-08-26,601882,0-点火启动(精选),18.92,-1.9,1.9,-1.48,-2.38
2011-10-12,002010,0-点火启动(精选),5.91,3.05,2.37,-5.0,-5.0
2012-12-04,002010,1-共振金叉(精选),5.71,2.45,3.68,4.2,6.13
2016-01-18,002010,1-共振金叉(精选),16.27,2.34,-2.77,-5.0,-5.0
2022-03-11,002010,1-共振金叉(精选),6.65,-3.61,-5.0,-5.0,-5.0
2011-10-25,600773,0-点火启动(精选),14.75,0.27,1.97,4.61,10.0
2012-12-04,600773,0-点火启动(精选),9.75,4.1,5.23,5.54,10.0
2013-10-31,600773,0-点火启动(精选),10.11,-0.3,-0.2,-1.78,4.75
2013-11-01,600773,2-极致缩量(精选),10.08,0.3,0.4,-2.28,2.28
2014-01-15,600773,0-点火启动(精选),8.45,3.08,-0.24,2.96,4.38
2019-08-12,600773,1-共振金叉(精选),5.58,-1.79,0.0,3.41,1.61
2022-10-12,600773,0-点火启动(精选),18.24,-0.71,1.7,1.92,-5.0
2010-05-14,600615,2-极致缩量(精选),7.56,-5.0,-5.0,-5.0,-5.0
2010-07-06,600615,0-点火启动(精选),6.73,0.89,2.23,1.49,10.0
2011-12-30,600615,1-共振金叉(精选),5.53,-4.34,-5.0,-5.0,-5.0
2012-12-04,600615,2-极致缩量(精选),7.08,3.53,10.0,10.0,10.0
2017-04-27,600615,0-点火启动(精选),12.68,1.26,-0.24,0.71,0.39
2022-06-24,600615,0-点火启动(精选),6.01,4.99,10.0,10.0,10.0
1998-07-22,600758,2-极致缩量(精选),9.24,2.06,-1.84,-0.87,-5.0
2011-12-20,600758,0-点火启动(精选),7.61,-3.29,-5.0,-5.0,-5.0
2024-02-08,605151,0-点火启动(精选),13.35,4.64,10.0,10.0,10.0
1999-11-23,600609,1-共振金叉(精选),5.09,-0.79,-1.77,-0.2,-1.96
2004-05-11,600609,1-共振金叉(精选),5.24,3.05,-0.19,2.67,-3.44
2008-03-21,600609,1-共振金叉(精选),6.13,-2.61,-5.0,-5.0,-5.0
2020-11-03,600609,0-点火启动(精选),5.51,1.27,2.54,3.27,-5.0
2025-04-11,600609,2-极致缩量(精选),5.0,2.6,0.2,0.4,10.0
2012-07-04,600354,0-点火启动(精选),5.96,-3.02,-0.34,2.18,-5.0
2011-10-13,600882,1-共振金叉(精选),10.77,-0.56,-5.0,-5.0,-5.0
2013-07-01,600882,2-极致缩量(精选),7.18,0.28,1.53,-1.81,10.0
2014-01-15,600882,0-点火启动(精选),6.67,1.8,-2.7,2.55,0.75
2022-08-30,600882,2-极致缩量(精选),31.65,1.74,-1.74,-2.37,-2.18
2019-08-12,000856,1-共振金叉(精选),10.18,-1.57,-1.08,2.36,10.0
2020-02-07,000856,2-极致缩量(精选),8.79,3.87,4.55,3.19,10.0
2021-02-10,000856,1-共振金叉(精选),5.75,5.91,10.0,10.0,10.0
2011-10-12,002160,0-点火启动(精选),10.92,10.0,10.0,10.0,-5.0
2016-05-24,002160,0-点火启动(精选),7.88,-0.25,-1.02,2.41,3.3
2018-03-29,002160,0-点火启动(精选),5.8,0.17,-1.72,1.21,10.0
2018-06-04,002160,0-点火启动(精选),5.07,-0.39,-0.59,-3.55,-5.0
2018-06-05,002160,2-极致缩量(精选),5.05,0.59,-2.77,-5.0,-5.0
2016-05-13,002049,0-点火启动(精选),22.92,-0.26,-5.0,-5.0,-5.0
2016-05-16,002049,1-共振金叉(精选),22.86,0.92,-5.0,-5.0,-5.0
2017-07-24,002049,2-极致缩量(精选),16.5,0.73,1.58,-0.42,-2.91
2017-07-25,002049,2-极致缩量(精选),16.62,-1.5,-1.26,-1.56,-5.0
2014-05-05,002646,2-极致缩量(精选),13.8,0.22,-1.38,2.75,-2.75
2014-05-06,002646,0-点火启动(精选),13.83,-2.17,-0.29,2.39,-3.25
2008-06-17,002028,0-点火启动(精选),5.03,7.55,-5.0,-5.0,-5.0
2011-04-29,002028,2-极致缩量(精选),7.8,3.08,4.62,-5.0,-5.0
2014-05-06,002028,1-共振金叉(精选),6.01,-3.0,-5.0,-5.0,-5.0
2022-03-11,002028,2-极致缩量(精选),38.37,-3.47,-5.0,-5.0,-5.0
2017-01-20,002112,0-点火启动(精选),12.82,0.86,-0.08,-1.87,1.48
2018-06-05,002112,0-点火启动(精选),5.92,0.0,-5.0,-5.0,-5.0
2018-06-06,002112,1-共振金叉(精选),5.92,-1.52,-5.0,-5.0,-5.0
2017-05-26,601965,2-极致缩量(精选),6.29,2.07,3.18,3.02,2.23
2021-09-24,601965,1-共振金叉(精选),13.66,2.42,5.93,2.12,4.61
2019-08-12,603348,1-共振金叉(精选),15.62,-0.77,-2.43,0.64,1.66
2022-03-10,603348,0-点火启动(精选),38.14,-1.84,-5.0,-5.0,-5.0
2022-03-11,002410,2-极致缩量(精选),34.25,-4.18,-5.0,-5.0,-5.0
2023-08-29,002410,1-共振金叉(精选),24.56,0.61,-0.53,3.62,4.19
2024-01-11,002410,0-点火启动(精选),15.18,-1.05,-5.0,-5.0,-5.0
2024-02-07,002410,0-点火启动(精选),11.41,4.56,8.59,10.0,10.0
2023-05-10,603681,0-点火启动(精选),15.16,-0.59,-0.26,0.33,1.25
2023-05-11,603681,2-极致缩量(精选),15.07,-1.92,-1.26,0.27,1.26
2010-07-06,600303,0-点火启动(精选),5.38,1.49,1.67,2.23,-5.0
2011-09-02,600303,0-点火启动(精选),6.58,10.0,10.0,10.0,10.0
2022-04-11,002311,0-点火启动(精选),51.49,8.27,10.0,10.0,10.0
2024-08-29,002311,0-点火启动(精选),36.1,3.57,1.14,1.94,-4.9
2014-05-22,600894,0-点火启动(精选),6.26,1.76,1.92,4.15,3.67
2016-05-13,600894,2-极致缩量(精选),9.3,1.18,-5.0,-5.0,-5.0
2017-05-26,002209,1-共振金叉(精选),12.64,-1.11,-5.0,-5.0,-5.0
2017-05-31,002209,0-点火启动(精选),12.5,-5.0,-5.0,-5.0,-5.0
2018-06-25,002209,2-极致缩量(精选),6.93,1.01,-0.72,0.29,1.73
2018-06-26,002209,0-点火启动(精选),7.0,-0.14,2.0,2.0,-5.0
2018-10-17,002209,1-共振金叉(精选),5.77,-5.0,-5.0,-5.0,-5.0
2011-09-16,000550,2-极致缩量(精选),6.75,-5.0,-5.0,-5.0,-5.0
2011-09-09,600233,0-点火启动(精选),5.2,2.31,2.88,-3.08,-5.0
2018-07-11,600233,0-点火启动(精选),10.52,2.09,3.9,2.09,10.0
2018-10-23,600233,0-点火启动(精选),9.05,0.44,-5.0,-5.0,-5.0
2020-12-31,600233,2-极致缩量(精选),10.24,0.88,10.0,10.0,10.0
2021-07-30,600233,0-点火启动(精选),7.92,5.05,3.28,0.51,2.53
2010-07-06,002077,0-点火启动(精选),6.52,1.53,5.21,10.0,10.0
2011-12-30,002077,2-极致缩量(精选),6.42,-4.05,-5.0,-5.0,-5.0
2017-05-03,002077,2-极致缩量(精选),12.04,-1.08,-5.0,-5.0,-5.0
2017-07-24,002077,0-点火启动(精选),9.11,-1.87,5.93,0.11,2.52
2018-02-08,002077,1-共振金叉(精选),9.96,-1.51,4.62,10.0,10.0
2018-02-09,002077,0-点火启动(精选),9.81,6.83,10.0,10.0,10.0
2021-01-19,002077,0-点火启动(精选),5.65,0.35,3.89,0.18,-3.89
2021-02-10,002077,1-共振金叉(精选),5.1,3.73,7.25,7.06,10.0
2017-05-17,000521,1-共振金叉(精选),5.06,-1.98,-1.98,-5.0,-5.0
1999-11-17,600191,1-共振金叉(精选),7.65,3.92,0.65,-1.7,-0.65
2010-07-06,600191,0-点火启动(精选),5.78,1.04,3.46,2.42,8.48
2011-10-11,600191,0-点火启动(精选),5.85,3.76,4.62,0.51,-5.0
2017-02-10,600191,0-点火启动(精选),12.07,-5.0,-5.0,-5.0,-5.0
